name,final_price,mrp,discount,rating,categories,manufacturer,image_url,product_url
Himalaya Herbolax Capsule 10's,₹68.60,₹70.00,2% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/369462/himalaya_herbolax_capsule_10s_44283_0_1.jpg,https://www.netmeds.com/non-prescriptions/herbolax-capsule-10-s
SBL Utrofyne Syrup 500 ml,₹232.00,₹320.00,28% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849186/sbl_utrofyne_syrup_500_ml_104099_0_1.jpg,https://www.netmeds.com/non-prescriptions/sbl-utrofyne-500-ml
Adel 48 Itires Drops 20 ml,₹258.85,₹310.00,17% OFF,5.0,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846944/adel_48_itires_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-48-itires-20-ml
Dr.Ortho Ayurvedic Balm 40 gm,₹125.12,₹136.00,8% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Divisa Herbals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/979742/dr_ortho_ayurvedic_balm_40_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/dr-ortho-ayurvedic-balm-40-gm
SBL Calcarea Phosphorica 6X Tablet 450 gm,₹616.32,₹720.00,14% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850568/sbl_calcarea_phosphorica_6x_tablet_450_gm_422173_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-calcarea-phosphorica-6x-450gm
Adel 29 Akutur Drops 20 ml,₹258.85,₹310.00,17% OFF,Not rated,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846933/adel_29_akutur_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-29-akutur-20-ml
Dr. Reckeweg Aconite Napellus 30 Liquid 11 ml,₹123.98,₹145.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/843572/dr_reckeweg_aconite_napellus_30_liquid_11_ml_421648_0_2.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-aconite-napellus-30-11ml
Dr. Reckeweg R6 Gripfektan Drops 22 ml,₹243.68,₹285.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826138/dr_reckeweg_r6_gripfektan_drops_22_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-r6-gripfektan-22ml
Medilife Carmino Complexion Soap 75 gm,₹57.75,₹70.00,18% OFF,Not rated,"Ayush, Homeopathy",Mkt: Medilife Impex Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/980870/medilife_carmino_complexion_soap_75_gm_0_2.jpg,https://www.netmeds.com/non-prescriptions/medilife-carmino-complexion-soap-75-gm
Himalaya Menosan Tablet 30's,₹208.55,₹215.00,3% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/366114/menosan_tablet_30_s_0.jpg,https://www.netmeds.com/non-prescriptions/menosan-tablet-30-s
Dr. Reckeweg Alfalfa Tonic 500 ml,₹1117.44,₹1280.00,13% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/843320/dr_reckeweg_alfalfa_tonic_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-alfalfa-tonic-500ml
Medisynth Dyskoll Syrup 120 ml,₹107.25,₹130.00,18% OFF,Not rated,"Ayush, Homeopathy",Mkt: Medisynth Chemicals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/1052759/medisynth_dyskoll_120_ml_430388_0_0.jpg,https://www.netmeds.com/non-prescriptions/medisynth-dyskoll-120-ml
Kailas Jeevan Multipurpose Ayurvedic Cream 60 gm,₹144.75,₹150.00,4% OFF,4.0,"Ayush, Ayurvedic",Mkt: Ayurved Sumshodhanalaya Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/851050/kailas_jeevan_multipurpose_ayurvedic_cream_60_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/kailas-jeevan-multi-purpose-ayurvedic-cream-60gm
SBL Silicea 30 Liquid 30 ml,₹67.73,₹105.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849713/sbl_silicea_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-silicea-30-30ml
Dr. Willmar Schwabe B&T Zauberol Oil 150 ml,₹706.50,₹785.00,10% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835939/dr_willmar_schwabe_b_t_zauberol_oil_150_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-zauberol-oil-150-ml
Wheezal Wheezal Mixture Syrup 450 ml,₹203.00,₹280.00,28% OFF,Not rated,"Ayush, Homeopathy",Mkt: Wheezal Homoeo Pharma,https://www.netmeds.com/images/product-v1/150x150/852640/wheezal_wheezal_mixture_syrup_450_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/wheezal-wheezal-mixture-syrup-450ml
Baksons Acne Aid Cream 30 gm,₹71.73,₹95.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Bakson Drugs & Pharmaceuticals Pvt.Ltd.,https://www.netmeds.com/images/product-v1/150x150/846261/baksons_acne_aid_cream_30_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/baksons-acne-aid-cream-30-gm
Dr.Wellmans Improvex Children's Tonic 30 ml,₹143.65,₹170.00,16% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr.Wellmans Homoeopathic Lab (I) Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/1031642/dr_wellmans_improvex_tonic_30_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-wellmans-improvex-tonic-30-ml
SBL Calcarea Phosphorica 12X Tablet 25 gm,₹77.63,₹115.00,33% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850518/sbl_calcarea_phosphorica_12x_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-calcarea-phosphorica-12x-25g
Dr. Reckeweg Belladonna 30 Liquid 11 ml,₹123.98,₹145.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/843627/dr_reckeweg_belladonna_30_liquid_11_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-belladonna-30-11ml
Bioforce Blooume 20 Immunity Drops 30 ml,₹116.33,₹165.00,30% OFF,Not rated,"Ayush, Homeopathy",Mkt: Holistic Remedies Pvt. Ltd,https://www.netmeds.com/images/product-v1/150x150/831673/bioforce_blooume_20_immunoforce_drops_30_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/bioforce-blooume-20-immunoforce-drops-30-ml
Himalaya Wellness Shallaki Tablet 60's,₹242.50,₹250.00,3% OFF,5.0,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/407400/himalaya_wellness_shallaki_tablet_60s_49762_0_1.jpg,https://www.netmeds.com/non-prescriptions/shallaki-tablet-60-s
Allen A65 Bronchitis Drops 30 ml,₹141.00,₹200.00,30% OFF,Not rated,"Ayush, Homeopathy",Mkt: Allen Homoeo & Herbal Products Ltd,https://www.netmeds.com/images/product-v1/150x150/830980/allen_a65_bronchitis_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/allen-a65-bronchitis-drops-30-ml
Imupsora Tablet 30'S,₹133.50,₹150.00,11% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Charak Pharma Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/15738/imupsora_tablet_30s_116256_0_1.jpg,https://www.netmeds.com/non-prescriptions/imupsora-tablet-30-s
Bhargava Ague Nil Syrup 200 ml,₹120.80,₹160.00,25% OFF,5.0,"Ayush, Homeopathy",Mkt: Bhandari Homeopathic Laboratories,https://www.netmeds.com/images/product-v1/150x150/831528/bhargava_ague_nil_syrup_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/bhargava-ague-nil-syrup-200-ml
Allen Snorid Drops 30 ml,₹141.00,₹200.00,30% OFF,Not rated,"Ayush, Homeopathy",Mkt: Allen Homoeo & Herbal Products Ltd,https://www.netmeds.com/images/product-v1/150x150/830958/allen_snorid_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/allen-snorid-drops-30-ml
SBL Calcarea Fluorica 200 Liquid 30 ml,₹77.40,₹120.00,36% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849594/sbl_calcarea_fluorica_200_liquid_30_ml_415705_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-calcarea-fluorica-200-30ml
SBL Chelidonium Majus 30 Liquid 30 ml,₹67.73,₹105.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849374/sbl_chelidonium_majus_30_liquid_30_ml_421864_0_1.jpg,https://www.netmeds.com/non-prescriptions/sbl-chelidonium-majus-30-30ml
Dr. Reckeweg Thyreoidinum 3X Tablet 20 gm,₹232.82,₹255.00,9% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/843252/dr_reckeweg_thyreoidinum_3x_tablet_20_gm_421611_0_1.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-thyreoidinum-3x-20gm
New Life NL-8 Slip Disc Drops 30 ml,₹112.80,₹160.00,30% OFF,5.0,"Ayush, Homeopathy",Mkt: New Life Laboratories Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/832281/new_life_nl_8_slip_disc_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/new-life-nl-8-slip-disc-drops-30-ml
Patanjali Crack Heal Cream 50 gm,₹57.00,₹60.00,5% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Patanjali Ayurved Ltd,https://www.netmeds.com/images/product-v1/150x150/408637/patanjali_crack_heal_cream_50_gm_0.jpg,https://www.netmeds.com/non-prescriptions/patanjali-crack-heal-cream-50gm
SBL Silicea 12X Tablet 25 gm,₹76.13,₹115.00,34% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850528/sbl_silicea_12x_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-silicea-12x-25g
Patanjali Badam Pak 500 gm,₹269.50,₹275.00,2% OFF,5.0,"Ayush, Ayurvedic",Mkt: Patanjali Ayurved Ltd,https://www.netmeds.com/images/product-v1/150x150/801709/patanjali_badam_pak_500_gm_0.jpg,https://www.netmeds.com/non-prescriptions/patanjali-badam-pak-500gm
Krishna's Herbal & Ayurveda Cholesterol Care Juice 500 ml,₹330.00,₹330.00,0% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Sandipani Healthcare Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/953935/krishnas_herbal_ayurveda_cholesterol_care_juice_500_ml_204586_0_2.jpg,https://www.netmeds.com/non-prescriptions/krishnas-herbal-ayurveda-cholesterol-care-juice-500-ml
Dr.Willmar Schwabe Arnica Montana 30CH Liquid 30 ML,₹83.05,₹110.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/854362/dr_willmar_schwabe_arnica_montana_30ch_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-arnica-montana-30ch-liquid-30-ml
SBL Alfalfa Paediatric Tonic 500 ml,₹290.33,₹395.00,27% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849161/sbl_alfalfa_paediatric_tonic_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-alfalfa-paed-500-ml
Adel 73 Mucan Drops 20 ml,₹255.75,₹310.00,18% OFF,Not rated,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846951/adel_73_mucan_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-73-mucan-20-ml
Dr. Willmar Schwabe Dizester Herbal Digestive Tonic (Sugar Free) 200 ml,₹98.15,₹130.00,25% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/907439/dr_willmar_schwabe_dizester_herbal_digestive_tonic_sugar_free_200_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-dizester-herbal-digestive-tonic-sugar-free-200-ml
SBL Caladium Seguinum 1M Liquid 30 ml,₹96.75,₹150.00,36% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849918/sbl_caladium_seguinum_1m_liquid_30_ml_426335_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-caladium-seguinum-1m-30ml
Aimil BGR-34 Tablet 100's,₹565.62,₹660.00,14% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Aimil Pharmaceuticals (India) Limited,https://www.netmeds.com/images/product-v1/150x150/411885/aimil_bgr_34_tablet_100s_53425_0_1.jpg,https://www.netmeds.com/non-prescriptions/bgr-34-tablet-100-s
Dr. Willmar Schwabe Alpha - Muscular Pain Drop 30 ml,₹109.48,₹145.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835916/dr_willmar_schwabe_alpha_muscular_pain_tonic_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-alpha-muscular-pain-tonic-30-ml
Allen A56 Urticaria Drops 30 ml,₹137.48,₹195.00,30% OFF,Not rated,"Ayush, Homeopathy",Mkt: Allen Homoeo & Herbal Products Ltd,https://www.netmeds.com/images/product-v1/150x150/830985/allen_a56_urticaria_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/allen-a56-urticaria-drops-30-ml
Dr. Reckeweg BC 7 Tablet 20 gm,₹171.00,₹200.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826170/dr_reckeweg_bc_7_tablet_20_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-bio-combination-7-20gm
Dr. Reckeweg R30 Atomare Beckero Ointment 85 gm,₹594.23,₹695.00,15% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826117/dr_reckeweg_r30_atomare_beckero_ointment_85_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-r30-atomare-beckero-85gm
German's No Piles Care and Cure Drops 30 ml,₹152.15,₹170.00,11% OFF,Not rated,"Ayush, Homeopathy",Mkt: German Homoeo Care And Cure Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1045926/germans_no_piles_care_and_cure_drops_30_ml_418573_0_0.jpg,https://www.netmeds.com/non-prescriptions/germans-no-piles-care-and-cure-drops-30-ml
Dr. Reckeweg Rhus Toxicodendron 200 Liquid 11 ml,₹145.35,₹170.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/842673/dr_reckeweg_rhus_toxicodendron_200_liquid_11_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-rhus-tox-200-11ml
Kerala Ayurveda Murivenna Thailam 100 ml,₹90.00,₹90.00,0% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Kerala Ayurveda Limited,https://www.netmeds.com/images/product-v1/150x150/825081/kerala_ayurveda_murivenna_thailam_100_ml_0.jpg,https://www.netmeds.com/non-prescriptions/kerala-ayurveda-murivenna-thailam-100-ml
Organic India Tulsi Ginger Tea Bag 25's,₹169.65,₹195.00,13% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Organic India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/15958/organic_india_tulsi_ginger_tea_bag_25s_0_1.jpg,https://www.netmeds.com/non-prescriptions/deindex-from-search-organic-india-tulsi-ginger-antioxidant-rich-25-s
SBL Robinia Pseudacacia 30 Liquid 30 ml,₹67.73,₹105.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850479/sbl_robinia_pseudacacia_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-robinia-pseudacacia-30-30ml
Bjain Guatteria Gaumeri Drops 30 ml,₹290.68,₹385.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Bjain Pharmaceuticals Pvt. Ltd,https://www.netmeds.com/images/product-v1/150x150/839483/bjain_gautteria_gaumeri_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/bjain-gautteria-gaumeri-drops-30-ml
Himalaya Bresol Syrup 200 ml,₹160.05,₹165.00,3% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/412520/bresol_syrup_200ml_0.jpg,https://www.netmeds.com/non-prescriptions/bresol-syrup-200ml
Aimil Muscalt Forte Oil Spray 30 ml,₹153.12,₹176.00,13% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Aimil Pharmaceuticals (India) Limited,https://www.netmeds.com/images/product-v1/150x150/951862/aimil_muscalt_forte_oil_spray_30_ml_0_.jpg,https://www.netmeds.com/non-prescriptions/aimil-muscalt-forte-oil-spray-30-ml
Patanjali Divya Shilajeet Rasayan Vati Tablet 60's,₹39.20,₹40.00,2% OFF,5.0,"Ayush, Ayurvedic",Mkt: Patanjali Ayurved Ltd,https://www.netmeds.com/images/product-v1/150x150/802068/patanjali_divya_shilajeet_rasayan_vati_tablet_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/divya-shilajeet-rasayan-vati-tablet-60-s
Dr. Willmar Schwabe Dizester Herbal Digestive Tonic (Sugar Free) 450 ml,₹177.43,₹235.00,25% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/948693/dr_willmar_schwabe_dizester_herbal_digestive_tonic_sugar_free_450_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-dizester-herbal-digestive-tonic-sugar-free-450-ml
SBL Sabal Serrulata 30 Liquid 30 ml,₹67.73,₹105.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849698/sbl_sabal_serrulata_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-sabal-serrulata-30-30ml
Dr.Willmar Schwabe Thuja Occidentalis 200CH Liquid 30 ML,₹94.38,₹125.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/854530/dr_willmar_schwabe_thuja_occidentalis_200ch_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-thuja-occidentalis-200ch-liquid-30-ml
Dr. Reckeweg Arsenicum Album 30 Liquid 11 ml,₹123.98,₹145.00,15% OFF,4.3,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/843608/dr_reckeweg_arsenicum_album_30_liquid_11_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-arsenicum-album-30-11ml
SBL Denton Tablets 25 gm,₹121.28,₹165.00,27% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/821940/sbl_denton_tablets_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-denton-tablets-25gm
Patanjali Arshkalp Vati Patanjali Tablet 80's,₹85.00,₹85.00,0% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Patanjali Ayurved Ltd,https://www.netmeds.com/images/product-v1/150x150/801801/patanjali_arshkalp_vati_patanjali_tablet_80_s_0.jpg,https://www.netmeds.com/non-prescriptions/arshkalp-vati-tablets-80-s
Organic India Psyllium Whole Husk Isabgol Powder 100 gm,₹212.50,₹250.00,15% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Organic India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/408446/organic_india_psyllium_whole_husk_isabgol_powder_100_gm_0.jpg,https://www.netmeds.com/non-prescriptions/deindex-from-search-organic-india-whole-husk-psyllium-isabgol-powder-100gm
Dabur Shilajit Gold Capsule 10's (Free 2 Capsules worth Rs.49),₹256.50,₹285.00,10% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/1079752/dabur_shilajit_gold_capsule_10s_free_2_capsules_worth_rs_49_12s_523329_0_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-shilajit-gold-capsule-10s-free-2-capsules-worth-rs-49-12s
Dr.Willmar Schwabe Azadirachta Indica Ø Drops 30 ml,₹86.83,₹115.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/928579/dr_willmar_schwabe_azadirachta_indica_%C3%B8_drops_30_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-azadirachta-indica-drops-30-ml
SBL Ferrum Phosphoricum 12X Tablet 25 gm,₹71.30,₹115.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850520/sbl_ferrum_phosphoricum_12x_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-ferrum-phosphoricum-12x-25g
Cystolib Nutra Tablet 30'S,₹235.85,₹265.00,11% OFF,5.0,"Ayush, Ayurvedic",Mkt: Charak Pharma Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/849144/cystolib_nutra_tablet_30s_0_0.jpg,https://www.netmeds.com/non-prescriptions/cystolib-nutra-tablet-30-s
Bioforce Blooume 31 sinusitis Drops 30 ml,₹117.98,₹165.00,29% OFF,Not rated,"Ayush, Homeopathy",Mkt: Holistic Remedies Pvt. Ltd,https://www.netmeds.com/images/product-v1/150x150/831697/bioforce_blooume_31_sinusan_drops_30_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/bioforce-blooume-31-sinusan-drops-30-ml
Fourrts Douglas Cream 125 gm,₹271.50,₹300.00,10% OFF,Not rated,"Ayush, Homeopathy",Mkt: Fourrts India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/977477/fourrts_douglas_cream_125_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/fourrts-douglas-cream-125-gm
Dr.Willmar Schwabe Boerhaavia Diffusa Ø Liquid 30 ml,₹90.60,₹120.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/855815/dr_willmar_schwabe_boerhaavia_diffusa_q_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-boerhaavia-diffusa-q-liquid-30-ml
Dr. Reckeweg Vita-C Forte 10 ml Tonic 12's,₹1234.80,₹1260.00,2% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826147/dr_reckeweg_vita_c_forte_10_ml_tonic_12s_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-vita-c-forte-12-x10ml
Dr. Reckeweg Crataegus Ø Liquid 20 ml,₹230.85,₹270.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826219/dr_reckeweg_crataegus_1x_q_liquid_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-crataegus-oxyacantha-1x-q-20ml
Dr. Reckeweg Silicea 6X Tablet 20 gm,₹194.20,₹200.00,3% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826177/dr_reckeweg_silicea_6x_tablet_20_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-silicea-6x-20gm
SBL Calcarea Fluorica 30X Tablet 25 gm,₹74.18,₹115.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850529/sbl_calcarea_fluorica_30x_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-calcarea-fluorica-30x-25g
SBL AF Tabs 25 gm,₹114.68,₹165.00,31% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850293/sbl_af_tabs_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-af-tabs-25gm
Adel 1 Apo Dolor Drops 20 ml,₹258.85,₹310.00,17% OFF,Not rated,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846905/adel_1_apo_dolor_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-1-apo-dolor-20-ml
Medisynth Witch Hazel Cream 20 gm,₹82.50,₹100.00,18% OFF,Not rated,"Ayush, Homeopathy",Mkt: Medisynth Chemicals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/831975/medisynth_witch_hazel_cream_20_gm_0.jpg,https://www.netmeds.com/non-prescriptions/medisynth-witch-hazel-cream-20-gm
Medilife Carmino Neem Soap 75 gm,₹48.60,₹60.00,19% OFF,Not rated,"Ayush, Homeopathy",Mkt: Medilife Impex Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/980911/medilife_carmino_neem_soap_75_gm_0_2.jpg,https://www.netmeds.com/non-prescriptions/medilife-carmino-neem-soap-75-gm
SBL Argentum Nitricum 30 Liquid 30 ml,₹65.10,₹105.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849273/sbl_argentum_nitricum_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-argentum-nitricum-30-30ml
